question,answer
「十五五」规划建议提出前瞻布局未来产业，未来 10 年将再造一个中国高技术产业，将带来哪些变革和机遇？,设备更新和以旧换新行动方案，已经明确提出到2027年，工业、建筑、交通、农业等领域设备投资要比2023年增长25%以上。家电、汽车、家装等耐用品要实现换新与回收闭环。配套财政贴息、预算内投资、专项债券全部上线。跟着“谁能拿补贴、谁有稳定客户、谁被标准要求必须升级”就是钱。什么叫先进制造？不是过去的玩法，而是数字化、智能化、人工智能和AI，并且把人工智能融入到方方面面的行业中去，设备运行、城市治理、医疗系统乃至供应链流转之中。这意味着：做数据治理的公司、做数据采集与分析的团队、做数据流通规则的平台，都将进入高速道。绿色转型，其实不是过去将的节能减排，而是大规模设备更新、回收改造，还是上面讲的，重点关注“补贴”往哪走。政策工具包必须下场，要不然没有弹药，关注专项债、特别国债、地方补贴、税优政策的方向。昨天我还和我儿子说呢，我说你回收行业干不了，收破烂不愿干，绿色行业也干不了，都是大家伙在干，人工智能领域你可以努把力，现在好好学学编程和AI，以后要是学习不成器读个大专出来有门手艺也许还能混口饭吃。
「十五五」规划建议提出前瞻布局未来产业，未来 10 年将再造一个中国高技术产业，将带来哪些变革和机遇？,十五五规划怎么解读，教大家解读技巧，一个是越前面的越重要，另一个是越具体的越重要。比如今天发布会一个最前面讲的，代表就是目前最要聚焦的问题，农业。科技农业，智慧农业，提出了好几大方向，但本质就是为了不被国外卡脖子，以及国内农业要往大，现代化，智能化去发展。而且农民人数急剧减少，农业在我国呈现小而散的状态，这些都是需要解决的问题，关乎民生稳定头等大事，就像很多国家无法做到粮食自给自足就会给美国乖乖制裁上供，我国为什么这次能这么硬气，我之前的文章也分析过了，农业水平的上涨，以及提前的粮食储备布局，不像上次那样只能乖乖像美国妥协，作为一个人口大国，粮食重中之重。然后今天会议最具体的就是地下管网，具体要达到多少米，会有多少支持费用，这种就是整场会议重中之重了，是非常明确的规划，未来五年的更新计划，板上钉钉了，所以地下管网相关股票涨停了，而且这个相当于撑住了这个行业五年的发展业绩。今天零零散散的听，主力没有布局以及相对低位的就是这两个方向，不过这两个方向也承接不了指数上涨的盘子，上涨的盘子唯一明确的就是科技。所以今天半导体也涨很猛，但是新方向主力没布局的一个是科技农业智慧农业一个是地下官网，可以深度研究一下，不过不是承接大盘上涨的主线方向。
「十五五」规划建议提出前瞻布局未来产业，未来 10 年将再造一个中国高技术产业，将带来哪些变革和机遇？,我觉得其实很好理解，十五五规划整个的理解就是1/旧的支柱产业，要高质量发展。例如房地产，不搞什么涨价了，要高质量发展，也许是好房子，也许是住房双轨制提升生活幸福度，也许是房地产转为修复和翻新，像日本那样几十年的房子依旧用起来十分舒适。2/新的科技行业要有突破。这个很好理解，就是哪里卡我脖子，我就专攻这个领域，不仅不能卡我脖子，我还要卡你脖子，这样我的世界自由贸易才能更加丝滑。3/现有的先进行业要击败境外的同行业落后产能。这里面就是，本土要培育相应的超大市场，支撑产业发展。境外要能够实施成功出差战略，打破外部国际贸易门槛。既要渗透率，也要占有率。换句话说，我的产业不能只做外贸，我还要打造内循环。但是我的产业也不能只在窝里横，现在我的未来是星辰大海。所以，我个人认为起码这个五年计划之内，国产替代和科技创新行业还是无可替代的主线。而新能源这种早就世界 no1 的内卷行业，则是勇敢的孩子漂洋过海，让中国制造扬名世界。
如何看待博主基德的新视频《人形机器人为什么注定失败》？,论兼容性与效率，人形比不上轮足机器狗背上插两根灵巧手。是的绩效比不上，远远比不上。但论新闻价值、融资价值，乃至情绪价值，你给人手轮足机器狗装上喷气引擎，都赶不上人形。是的，我知道我打螺丝、开车都比不上双手轮足机器狗，但是你愿带我回家吗？
如何看待博主基德的新视频《人形机器人为什么注定失败》？,如果说“人形机器人不会成为机器人主流发展方向”，我赞同。但说“人形机器人注定发展失败”，那么我只能说真搞笑。商品从来不是只看功能性。不同颜色的手机影响手机功能吗？但手机颜色照样能成为手机的一个卖点。或许同样的成本，非人型机器人能够实现比人形机器人更多的功能，但如果消费者就是想要一个“人形”机器人呢？有这样的需求存在，为什么不去发展研究？
如何看待博主基德的新视频《人形机器人为什么注定失败》？,看了下，他标题起错了。他的主要论据是说：1现在的机器人是“遥控机器人”，根本不是机器人自己进行的判断。2，机器人只是鹦鹉一样的学舌，机器人并不理解世界运行的逻辑。如果他的标题是：“为什么人形机器人永远不会是人”，那没毛病，他这个视频很不错。但对于他现在这个标题，那这两个问题我认为他都是全错，或者说，偏颇。1，机器人现在大部分是遥控的，这个没错，机器人确实不是智能，但遥控不代表没有意义。机器人技术实际上至少也能分成两个部分，一是决策，二是控制。举例来说就是一个手臂受伤的人，治疗之后手臂好了，但因为之前受的伤，肌肉和神经系统很久没工作了，现在需要重新学习使用，医学说叫“复健”。显然这个人以前能够熟练的使用手，他也能够做出端杯子，按按钮这些决策，但他对手的控制能力消失了一段时间，他现在对手的控制能力很弱。我们大部分人没有经历过这个受伤再复健的事情，所以可能想当然的认为这个控制能力不重要。机器人也是一样，现在确实是人给机器人下命令，让机器人往前走，让机器人伸手，让机器人握手。这个决策是人类进行的，但这个控制的行为是需要机器人来控制的。这个控制技术极为重要，不可或缺。大家生活中最常见的机器，汽车，实际上能够控制的自由度只有四个轮胎，也只能前后滚和左右旋，就这两个自由度，而机器人涉及到几十上百个自由度，控制程序的复杂程度是非常高的。这个当然需要大量的研发投入。而且这个多系统同步控制的控制能力，未来也能对整个人类社会很多地方做出贡献。2，鹦鹉学舌，鹦鹉不了解人类的语言。实际上这是个哲学问题。机器人确实不了解世界运行的逻辑，问题是99.99%的人类也并不了解世界运行的逻辑，你也并不需要完全了解这个世界运行的逻辑之后才能参与到这个世界中来。人类对这个世界的理解太少了，多数情况下知其然就已经足够了。机器人未来服务于人类的时候，他只需要知道如何做就可以了，他会扫地会做饭会洗衣服会开车会照顾病人会看药品说明书就可以了，他不需要知道物质分子之间的作用力，不需要知道药物里的什么成分作用于人体的什么部分，就像你我其实也不需要知道这些。3，更新一下：他关注的在于认知能力。而大部分人和现在在做机器人的企业，关注的是执行能力。或者说，他关注的是人形机器人，我们关注的是人形机器人。他说的永远不会成功是对的，因为模拟的人永远不可能成为人，而且我们的人类社会也并不需要另外一批“公民”。我们说的一定会普及也是对的，因为我们需要的从来都不是人，而是能够更好的服务于我们的机器。他关注的认知能力当然重要，但认知不是凭空发生的，哪怕是科幻作品中非常常见的缸中之脑概念，也需要有模拟的刺激才能落地。物质的世界才是最基础。我预想的未来社会，是几个超级人工智能（参考电影HER里面寡姐声音背后的超级AI），将自己的部分基础能力做成切片，放到人形机器里面来（类似《我，机器人》里面主角桑尼去掉大部分自主思考和决策的弱化版本），用这些分身去维护人类社会。
如何看待博主基德的新视频《人形机器人为什么注定失败》？,（我现在在机器人概念上押注了350个左右。主要在四个方向:ai算力/控制器/伺服电机/电池，目前浮盈略小于100，主要集中在t链的三花和电池概念的多氟多。没下重注更多是因为目前大盘处于高位，我觉得能拿到更多便宜筹码。大家可以直接看我文章列表9.9日那篇后面有表格。）本着兼听则明的态度，仔细地看了这个博主的视频两遍……只能说，这位up主既不懂机器人，也不懂AI。首先，其实机器人进入寻常百姓家的奇点已经到了，请注意接下去的一行黑字，我无法写的更详细:机器人必然繁荣的本质是分pei问题。如果这个大前提都想不明白，后面的东西其实没必要再看，因为你不能理解整个人类的上层为什么都在力推机器人。因为只有机器人能终结周期率。所以机器人是必然成功的，这不是工程学的问题，而是历史导向的必然。而技术方面，我们现在正位于这个奇点。好，我们回到一开始的场景，请问各位，日常生活中面对面接触的最多的，或者不需要面对面接触的最多的服务人员是那两类?对大部分人买说，是滴滴司机和外卖员。而现在，在技术上，司机已经可以被点对点智驾取代，自动充电功能也已经落地（车子开到专用充电枪位置，充电枪自动怼进去充电），无论萝卜快跑，还是Robotaxi，或者越来越多的智驾新能源，都告诉大家，自动驾驶一定是未来。外卖员呢？如果你住过酒店，对外卖机器人一定不陌生。点对点可以上楼梯的机器人，其实只是时间问题，因为现在的定位系统已经可以三维立体定位（带高度）了。日常的很多工作，其实都被机器或多或少地代替了，百货店有无人售货，门禁有电子门锁，洗地机现在已经连洗拖把都不要你管了，我自己家的追觅比阿姨还好用，孩子光脚跑脚都是干净的。那请问把这些集合在一个机器上难么？甚至不需要集合在一个机器上，这个机器人只是做最简单的指令，去命令智驾，命令扫地机器人，命令自动门……就可以了。你出远门的时候，想不想家里有个看家的能帮你偶尔打扫下屋子，帮你喂喂小狗，或者你用它的摄像头随时把家里的门窗看一下?这用现在的技术都可以轻松实现了。更不要说工厂，工矿企业，机器人的需求一直很大，而且也是越来越智能化。而人形机器人，你们可以把它想象成一个iPhone，很多功能是和智能设备（app）连接开发的，比如我的电动窗帘，可以把控制程序上传到机器人的电脑，那机器人就有了控制电动窗帘的功能。难度真不大。而这位up主，显然还在功能机时代，以为机器人什么都要会就得身上装一堆外挂控件……好，说完机器人，我们再说下AI。现在的AI大模型，已经进化到可以做两组ai来通过创造数据进化学习了，相当于什么呢？拿我朋友正在美国帮当局做的一个ai模型为例，要求是用ai检测某个形状的包裹里面是什么动物，样本非常少，但他用一些算法，搞了一个“老师ai”，直接通过样本推理出相似的一些形状和位置（现在谷歌也有类似的算法，一张图给你一个三维世界就这么来的），然后让“学生ai”来机器学习这些数据，最后的结果相当不错。而另一种算法，diffusion→de noise已经在音频和视频中得到了空前的成功。这么说吧，曾经音乐领域被认为ai是不可能攻克的，因为你基于midi算法永远都不可能搞定所有的音色，因为无法顺利学习和采集到这些分轨（比如一把电吉他，不同效果器出来的声音都大相径庭，你在学习时如何知道这是电吉他?→那个up主就是这样的思维），但suno告诉你，不需要知道，我直接去理解整体的音频里面的数据就可以。图像的ai算法也类似，也是铺满噪点慢慢denoise的一个过程。说这些是想说明什么呢？就是从前，人类帮助ai，那这个进展会比较缓慢，只能依靠关键的几个聪明大脑。而现在，ai自己可以训练ai了，这个进化速度就不是我们能够想象的了。要是90年代过来的一定记得，当时的说法是ai下围棋不可能赢人类……当时的数学家认为靠逻辑推理或者穷举，在数学上不可能把所有的变化囊括。结果呢？几个巧思直接让人类永远都成为了ai围棋手的附庸。十年前，平面到三维的机器视觉理解还被认为不可能完全成功，甚至两年前我个人都不认可，现在呢？别说fsd，就是比亚迪小鹏的视觉方案都走入了千家万户。所以别太傲慢，连艺术领域现在都被ai打得节节败退了，工业早就大规模应用了机械臂。很多我们看起来“不可能”的事情，机器人慢慢会把它变成可能的。就像曾经我们想不到现在的手机和移动互联网时代一样。普通人想改命，相信我，押注机器人。看知乎文章如果看不明白，可以看完整版。
如何看待博主基德的新视频《人形机器人为什么注定失败》？,之前我介绍过自己用豆包AI做广告策划标书的工作流，豆包AI让我工作效率提升了3倍，并且有更多时间上知乎摸鱼。而我自己从原来事必躬亲的市场调研、数据分析、广告策划、创意文案多面手，变成一个AI监督者角色，AI给出的结果，我只要判断是没有纰漏、内容质量够不够硬就行了。实际上AI辅助产出的标书，客户那边基本没看出有啥问题，相反中标率提升15%，因为内容变得更加丰富充实，称赞答主标书做得好的也有。但如果认为老板可以把答主开了，找个大专生用AI做广告策划，就大错特错了。答主能获得300%的效率提升，建立在自己有近10年广告策划经验，对市场足够敏感，审美能力在线基础上。举个小例子，某出行旅游产品打算投广告，AI在IOS和安卓预算分配上遵循QuestMobile的手机活跃设备活跃数据报告，既IOS预算占比20%、安卓预算占比80%，请问这样分配是否合理？做旅游产品经验丰富的一眼就能看出来IOS预算占比太少，40%才是较为合理数字。而行业不同，这一占比数字也会完全不一样。这就是长期行业经验。而一年前，豆包AI还老犯这样的错误，现在已经能理解IOS用户消费能力更强这点了，但依旧会在很多细节上出错，所以人指挥AI依旧是少不了的步骤。现在对AI最合理的预估是能让人的工作效率提升多少，答主现阶段觉得豆包能提升300%，至于更高就比较难了，500%应该是封顶了。这个数字和一个管理人员的管理幅度吻合，下属需要大量指导，工作复杂度和创造性较高，需要高频沟通的情况下，一个人差不多能管理的极限就是5-6个人所以瓶颈并不在AI，而是人。但现在对于AI就存在极度乐观和极度悲观两种极端。极度乐观者觉得AI最终会完全取代人，未来9成人都会失去工作。极度悲观者则觉得AI是泡沫，马上就破了。人形机器人市场化应用还需要一段时间沉淀，其实关注重点也应该在一个人可以管理几个机器人上。比如萝卜快跑远程监控中心，一名驾驶员监控5-8辆，未来技术突破，预计监控上限将提升至15-20辆，这也符合松散组织架构（低干预）下一个人能管理的人员极限。所以AI、人形机器人完全取代人是不可能的，但说它们注定失败也是不现实的。AI和人形机器人只是让所有打工仔都晋升一级，变成管理者角色，能适应这个角色的人依旧能保住工作岗位。而即便像萝卜快跑一样，真实现1个人管理20台机器，也不意味着社会上失去了19个工作岗位，企业业务规模也会扩大的嘛，所以最终会回归到一个合理的数字。比如答主做的广告策划标书，在5年前整个行业PPT还在50页左右，会包含3个左右创意。现在借助AI能力提升，PPT变成100页了，创意也增加到10个左右。所以并没有说工作效率提升500%，原来一周做1个广告策划案，现在能做5个了，而是变成现在能做3个内容更丰富的策划案。3年前AI生图技术刚出来的时候，也引发行业震动，答主公司某部门甚至开掉了四分之三的美工。现在美工数量又回来了，虽然没恢复到22年的时候，但也有七成了。
如何看待博主基德的新视频《人形机器人为什么注定失败》？,我总会老的，万一我瘫痪了，那我从那时起到生命终结前，必然是没有尊严的。我不知道哪种机器人注定会失败，我只知道，能照顾失能老人吃喝拉撒的一定能成功。
如何看待博主基德的新视频《人形机器人为什么注定失败》？,转一个高盛的调查报告，说的确实是真实的情况。整个圈子里大家都在互相抬轿子。不只是机器人供应链，现在所有领域都这样，一有机会就疯狂扩张。参与者也都知道疯狂扩产的结局，就是价格雪崩，血本无归，一地鸡毛。既然知道，为什么借钱也要上新产能？原因是资本市场的认同。只要做大再编好故事，股价就会上涨或得到资本市场的风投或拿到政府补助，只要能上市或市值增加或能拿到新的投资，投资方的利润就有了。如果你不扩张而竞争对手扩张了，于是人家股价翻翻或名气大涨，投资方或股民会骂死你甚至直接撤资或换人，政府也会认为你没魄力不响应政府号召。所以不扩产，是现在就死。扩产是未来可能死。所以投资人并不在乎产业的健康发展或人类科技的未来？在乎的只是当前投进去的钱什么时候能加倍挣回来。至于未来会怎样，就是“我死后，哪管洪水滔天。”后面的烂摊子，自然有后面的人来收拾。在投资人主导的商业世界里，唯一的商业逻辑就是谁的故事讲得好，谁就能先上岸。击鼓传花，只要不在自己手里炸就算成功。但在这过程中不排除也有某个产业精英就真的成功了而开创出一个新世界。
如何看待博主基德的新视频《人形机器人为什么注定失败》？,就这一个作用就能盘活整个市场
如何看待博主基德的新视频《人形机器人为什么注定失败》？,你乎其他关于机器人的提问下面，点开各个答主主页，有大量机电软出身的答主。而一旦牵扯到人形机器人，点开主页，投资的、自媒体的、键政的满屏幕飞。当个电子斗蛐蛐看个乐呵得了，真认真就输了
如何看待博主基德的新视频《人形机器人为什么注定失败》？,不发展人形机器人。难道靠生物技术搞猫娘吗？
豆包月活超越 DeepSeek，夺 8 月中国原生 AI App 月活第一，反映了行业哪些趋势？,豆包和deepseek谁强我不知道，但是家里有娃的朋友一定要知道，豆包的生成式宝宝ai百日照，周岁照之类的，快要把普通影楼给打死了。。
豆包月活超越 DeepSeek，夺 8 月中国原生 AI App 月活第一，反映了行业哪些趋势？,"因为在中国，真正还在认真做 Chatbot 的公司，可能只剩豆包了。如果非要加一个，我会选腾讯元宝——它有流量、有场景、有决心。DeepSeek 会做 API，可能会做 Agent APP，会做 CLI 工具——这很“DeepSeek”：一家偏工程、重技术的公司，擅长做“开发者友好型”产品。但做面向大众的 Chatbot？这不是它的最优路径，甚至可能是个陷阱。Chatbot 的未来，就是流量游戏，确切的说是免费用户的流量变现。ChatGPT也必然如此。市场调研、产品策划、流量投放、商务对接……这需要一套庞大、成熟的商业系统支撑，而 DeepSeek 明显缺乏这套基础建设。OpenAI能建，不代表DeepSeek也能建。字节本身就有完备的流量变现系统，即使你无法在豆包APP里变现，也可以把你导流到抖音，抖商，完成在线购物或到店消费…DeepSeek缺乏“必须做”的决心。第二点，是字节 Seed 的“自我奋斗”DeepSeek 的爆发，很大程度上是“时代的进程”——中美对抗叙事、开源闭源之争、国产大模型情绪高涨……而豆包的增长，靠的是日复一日的投流、调优、迭代，是实打实的运营。在日用体验上，豆包确实更胜一筹。主流 Chatbot APP 中，豆包的搜索能力目前是最好的——支持深度思考、多轮反思搜索，响应自然流畅。50% 的用户提问本质是“搜索型问题”（参考 ChatGPT 数据），而这块的体验，已经投射到“AI 搜索”上。我认为在中国，这个搜索比例还会更高。DeepSeek搜索功能还要手动“点击联网”——这在大众认知里太“反直觉”了。（对于深度玩家来说是好事）你去百度搜索，不会先点“联网”；你问手机助理天气，也不会先确认网络开关。“联网/不联网”本应是系统智能判断的事，而不是用户的手动选择。联网不一定更好——有时模型会陷入“总结改写”模式，失去深度推理能力，回答变得死板。但豆包在“搜与不搜”的平衡上，下了大功夫。它要判断：用户是想“知道答案”（what/when/where/how），还是想“深入讨论”（why/how）——后者更复杂，因为“why和how”有时是搜索，有时是思辨。目前豆包仍有“过度搜索”的问题，但好在——大多数用户本来就是要答案的。所以，对普通用户来说，豆包的回答往往比不联网的 DeepSeek 更有用。况且还有搜索源的问题，豆包能访问的有公信力的媒体源比DeepSeek更多。不止搜索，豆包在“模式化写作”上也打磨得很细：学生作文、公文模板、广告文案……都做过专项微调，直击用户痛点。模式化写作是Chatbot业务量非常大的活。豆包还有很多“花活儿”——丰富的语音包，生图能力国际先进，AI 播客、AI 音乐、AI 视频……这些“花哨”的功能，是Chatbot覆盖更广人群、提升用户粘性的必要装备。（还有一点，豆包可以玩Role Play，除了窗口有点短，逻辑上并不会崩坏，而且有时候很惊艳，这对年轻一代是个很好的""诱捕器""。DeepSeek完全不会这个花活。）而 DeepSeek？目前几乎“啥都没有”。它现在最大的优势，可能是“二级梯队”的编程能力，以及那种独特的“DeepSeek 味儿”现在就连“深度讨论”这个曾经的强项，现在也被 Qwen 3 Max 追上甚至超越了。"
豆包月活超越 DeepSeek，夺 8 月中国原生 AI App 月活第一，反映了行业哪些趋势？,我现在基本上是豆包的重度用户，基本上上从上班用到下班，再用到副业！可以说是无处不在！作为一个在企业里还搞点儿科研的人来说，时不时还要写点儿论文之类的东西，原来没有AI的时候，写篇论文比较费劲，精力不够，基本都是把思路安排给下面的人，让他们写好了我再改！现在有了AI，我发现我自己也能很快的独立水一篇EI会议！我用的工具就是豆包，下面我实操给大家看看！首先我们看SCI中最容易写的部分就是材料与方法（Materials and Methods）部分，基本上就是交代一下研究用了哪些设备？试验对象是哪些？具体的试验步骤是如何？都属于描述性的话语，完全没有难度！你要说你不会写，那咱就让AI写呗，我一般就会找我之前写过的论文，因为我的研究方法一般是固定的，或者找几篇相近的的论文，一股脑喂给AI，让它帮你写！你就说这能用你多长时间，我觉得连写再改顶多1天时间吧？如果用AI的话，我觉得SCI中第二容易的部分就是引言（Introduction），因为引言完全是研究现状的综述，不需要你做任何试验，分析任何数据，就是对其他研究人员文献的总结，只要你把文献中的摘要及结论进行缩写，现在有AI之后，直接把论文喂给AI，你让AI帮你写成：“xxx用什么方法研究了什么，得出了什么结论”的格式，AI瞬间帮你写完！你要是说不知道如何不知道Introduction的结构，那你就选一篇你觉得结构最合适的，然后让AI帮你把结构提取出来！这不是就是Introduction的结构嘛！给人以环环相扣的感觉！而你在自己写Introduction的时候只需要按照这个环环相扣的逻辑把你的内容填进去就可以了！所以写Introduction就剩下下载论文了，你一天还不能下载50篇论文吗？就算你效率再低，Introduction三天就能搞定吧！把这两部分写完，那大概SCI也写了有三分之一了！紧接着你手里的试验数据做成图，你要说你不会描述图中每条曲线的变化趋势，直接上AI，AI帮你描述好！比如你做了这么一张柱状图，然后你就把它截图喂给AI，让它描述一下这张图中的变化规律，并翻译成英文！我觉得描述的很到位，不但描述了整体的变化趋势，还描述了不同燃油下的差异，比一些硕士生写的好多了！把每个图都描述一遍，那Results部分不就写完了嘛！你的工作量在哪？不就是做几张图嘛？一篇小论文撑死20张图，每天做4张图，5天也搞完了吧！紧接着是Discussion部分，需要解释每张图中的变化规律后的机理！你说你解释不明白，我可以理解，那你就让AI帮你解释啊！你看看是不是比你解释的要全面的多！Discussion和Results部分可以同步写完吧？先让AI描述一下变化规律，再让它把变化规律解释一下，至此Results & Discussion部分就这么轻松搞定了！紧接着把Results & Discussion部分整个喂给AI让他总结生成conclusion，你可以规定结论的条数，和每条结论的字数！半分钟不到就直接解决，你再让它帮你翻译成英文不就得了，它甚至把前面的帽子都给你写好了！你看看现在还剩啥，是不是就剩了一个摘要？把全文都粘进去AI，瞬间自动生成摘要！你算算写一篇SCI论文需要多长时间？Materials and Methods部分1天，Introduction部分3天，Results & Discssion部分5天，其他部分都是AI秒出，所以加起来9天，再给你一天调整格式，满打满算10天！写SCI我确实没有试过，因为做的东西确实是浅了点儿，变量没那么多，不好讨论，但是EI会议这种那真是一个月灌两篇！我也把这些都交给了下面的人，现在他们效率也很高，他们甚至开发出来怎么用AI写专利，学会举一反三了，现在是论文和专利齐头并进，划水划的很快乐！最后祝大家科研顺利！我是正男 @工藤正男 ，一个多读了几年书的博士，你的点赞、收藏和关注是对我最大的支持！每周五晚10:00视频号直播，敬请关注！
豆包月活超越 DeepSeek，夺 8 月中国原生 AI App 月活第一，反映了行业哪些趋势？,我认为豆包最大的问题是大量数据集来自抖音，抖音这地方营销号博流量的内容太多了，语料质量相比其他来源差不少，有时候给的答案让人哭笑不得，下面还给个原视频，点进去一看一股营销号味
豆包月活超越 DeepSeek，夺 8 月中国原生 AI App 月活第一，反映了行业哪些趋势？,豆包的确水平不错，但是豆包有几个问题，第一个，受限于简中网络的信息。如果他要搜索东西来回答的时候，会回答的驴唇不对马嘴。第二个，他的记忆能力非常差，当你要问他消息的时候，就会忘记之前的内容，你不得不重新给你信息。但是豆包阅读的能力不错。至于deepseek，如果是官网的那个东西，只能说不知道怎么火起来的，基本上你最多问他两三个消息，然后就开始宕机。
豆包月活超越 DeepSeek，夺 8 月中国原生 AI App 月活第一，反映了行业哪些趋势？,从使用这些东西的感受来看，豆包的能力并不在第一梯队，但是豆包的优势也特别明显，就是“稳”。在辅助工作上有一定优势。比如图片生成，要想象力，要精致，豆包总还差点感觉，不过豆包相对比较靠谱，主要是其他几家有时候靠谱，有时候不靠谱。对话上，豆包中规中矩，不给自己加戏，这算是很难得了。不过对于感受过头部模型能力的人来说，豆包就一个问题，就是没有真的做到横空出世的那种震撼，就像往池子里面扔石头，池子里面那么多模型，openai、google、deepseek扔过石头，马斯克扔过，千问扔过，其他的比如minimax也扔过大大小小的石头，给人一些震撼，豆包没有。其实当个令人信任的好工具已经很难得了。
豆包月活超越 DeepSeek，夺 8 月中国原生 AI App 月活第一，反映了行业哪些趋势？,就我个人使用体验来说，还是deepseek最智能，其次是kimi，豆包基本不用，因为使用体验远不如deepseek和kimi。
豆包月活超越 DeepSeek，夺 8 月中国原生 AI App 月活第一，反映了行业哪些趋势？,豆包的数学能力确实很神奇：在Deepseek近期几次环数学更新，以及Qwen数学开倒车的情况下，我甚至感觉豆包也差不多是国模里数学绝对智力的头名了（更不用说还有回答的效率，这方面deepseek和qwen本来也比不上豆包），有时候真给我一种和gemini2.5pro差不多的感觉……近来比较震撼的一次提问“证明空间群仿射等价的充要条件是空间群同构”（应该是bieberbach证过的一个结论，zassenhaus在其论文中引用了这个结论但我没找到证明），本来想让豆包找一下文献的，结果一次顺滑地直接给证出来了（没联网查找）只能说很微妙……豆包其实在处理很多简单的多的问题上都会出些技术性小错（但思路上通常没啥问题）——反倒是这个难得多的问题我看了一下还真没啥问题，也许是这个问题本身也是个“不那么不有名的例子”的原因（只能说反正我自己查是查不出来……）？
豆包月活超越 DeepSeek，夺 8 月中国原生 AI App 月活第一，反映了行业哪些趋势？,这俩根本没有可比性：豆包有两层含义：一个叫做豆包的APP，和一个叫做豆包的大语言模型。两者的关系是：豆包app调用豆包模型，完成用户提交的任务。而deepseek也有两个含义：一个叫deepseek的网站和一个叫deepseek的语言模型。月活的概念只对网站（app）才有意义，对于语言模型没意义。但是比较网站的月活，对语言模型公司来说，不能说没价值，只能说价值不大。因为豆包网站可以调用豆包，其他任何一个网站都可以调用豆包，比如我自己做的智能体就经常调用豆包；同理，任何一个网站都可以调用deepseek，比如360出的纳米就在调用deepseek，所以大语言模型公司更关注调用量。可是调用量对deepseek也不是唯一指标，因为deepseek开源了，任何人、企业，只要自己有服务器，都可以在本地搭建，本地运营，调用数据根本无法统计。所以AI时代，对企业的评价也很复杂：应用企业可以比较月活、收入；闭源模型可以比较调用量、token消耗量；开源模型可能只能看模型仓库的下载量和评价了
豆包月活超越 DeepSeek，夺 8 月中国原生 AI App 月活第一，反映了行业哪些趋势？,豆包的智商虽然不如deepseek，但是日常好用啊，比如改个图，写个文什么的，用来当一个搜索工具也还不错。deepseek更倾向于思考，分析的全面一些，但是太把自己当成一个人了，总是给出错误的答案，需要使用者有极高的规划能力（就是限制deepseek哪些该说，哪些不该说，哪些该做，哪些不该做，还要随时指出他的错误）相对而言，豆包轻松很多啊，各种功能比deepseek全面太多了。
海南悬赏 10 万搜寻 1 架迫降无人机，目前搜寻进展如何？这架无人机有哪些特别之处？,7 月 7 日丢的，过了整整两个月，9 月 8 日才开始发动群众寻找本来想瞒报蒙混过关，结果发现乌纱帽可能不保，自掏腰包 10 万寻求过关大小不知道、颜色不知道、外形不知道、解体未解体不知道、沉底没沉底不知道……一问 N 不知！要保密，除了机号没有任何其他特征，那你让渔民朋友们怎么找？万一机号标志丢失破损，明明人家寻着了兴高采烈来上交，可不可能出现硬说不是丢的那一型来强吃，类似电诈的情形？——“500+锦旗”就将老乡给打发了！毕竟也不是个小数目，不知有没有公开透明的第三方公证机构介入？正好前两天刷到过一个视频，如果不是 IP 地址离南海有些远，你说这家伙是不是得后悔到脚后跟！也不知是损失了 10w 还是 500？这两个月内，光是直接影响海南附近海域的台风就有 4 个排除台风影响的理想情况下，借助科技手段，告知将到达台湾东南或琉球群岛水域无人机消失点 48 小时风向预报（已然无计可施，看着玩罢）00:48莫说 10 万，就是花 10 亿请国际赏金团队（比如捞沉船黄金）也未必找得到自求多福罢！既然大家感兴趣，更新9 月 14 日上午 9 时，现场直播，博鳌外海无人机消失点附近的船只明显密于南北两侧重金之下必有勇夫，10w 的威力初显随机点击消失点周围几条船的信息粤阳西渔 22227 就比较直接，风尘仆仆一路赶来粤阳东渔 15128 也不遑多让琼儋渔 02195 一直在周围作业，走走停停就比较真实粤阳东渔 16332，还是得佩服老广的魄力，这一来一回的柴油可没有地方报销的，不排除有赌一把的成分在本地船琼临渔 14058 的作业航迹也比较真实有人讲 10w 不够有吸引力，看吧，实际能够反映目前近海的渔业现状！
海南悬赏 10 万搜寻 1 架迫降无人机，目前搜寻进展如何？这架无人机有哪些特别之处？,啊，我之前在海灘上找到的，我看3-4天沒人拿走，就帶回去…不是這個吧….如果是 我現在坐飛機要去給福建派出所？
海南悬赏 10 万搜寻 1 架迫降无人机，目前搜寻进展如何？这架无人机有哪些特别之处？,一个县级农业农村局发的通知，按照级别来说，等于一个乡镇发了个通知，悬赏10万，真的不够出趟海得油钱。说白了这玩意就跟公安悬赏案件线索一样，让广大群众要是路过看见了就捎带手捞起来。结果这新闻标题下的跟海南省政府发了公告一样，再看内容，这家伙整得让答主们说的好像南部战区发公告了一样，知道的说是丢了一架实验无人机，不知道的看到这个标题，以为93阅兵的那架无人机丢了呢。大惊小怪！
