title,time,department,file_dowload_situation,content
关于做好第二十七期、二十八期本科生科研训练计划项目结题工作的通知,发布时间：2023-05-18,实践科,附件【srtp项目结题附件.zip】已下载2801次,各学院：根据《福州大学本科生科研训练计划（SRTP）项目管理实施办法》规定，学校将对第二十七期和第二十八期项目进行结题评审。现将有关事项通知如下：一、项目结题对象1.第二十七期本科生科研训练计划所有未结题项目；2.第二十八期本科生科研训练计划一年期项目；3.第二十八期本科生科研训练计划两年期项目已完成的可申请提前结题；4.第二十八期项目负责人为毕业班学生的项目必须结题。二、项目结题材料1.福州大学本科生科研训练计划（SRTP）项目结题表；2.项目实施过程照片（参加学术会议、实物成果等照片3-5张）；3.研究报告、科研论文（如有发表文章、申请专利等，需提交电子文档或照片）；4.福州大学本科生科研训练计划项目验收信息表；5.福州大学本科生科研训练计划项目结题评审汇总表（学院汇总）三、项目结题评审本次结题项目由学院组织三位（含）以上具有副高及以上职称的专家对申请结题项目进行评审并确定等级。学校将对所有项目的结题成绩进行复核审查，重点检查结题项目是否按计划完成，并取得预期成果；是否存在抄袭和学术不端行为；项目成果是否与评审等级相符；对不符合评审等级规定要求的将取消评优资格并降低等级处理，同时将削减学院相应的本科生科研训练计划项目立项数。第二十七期、二十八期所有拟申请结题项目于2023年5月31日前提交结题材料，2023年6月9日前各学院完成评审工作统一将项目全套结题材料电子版发送至E-mail:jwcsjk@fzu.edu.cn，《福州大学本科生科研训练计划项目结题评审汇总表》纸质版报送教务处实践科。请各学院及时通知有关项目负责人及指导教师按时完成结题工作。                                福州大学教务处                                                  2023年5月18日
关于做好国家、省级大学生创新创业训练计划项目结题工作的通知,发布时间：2023-05-18,实践科,附件【国创省创结题附件.zip】已下载1649次,各学院：根据《福州大学大学生创新创业训练计划项目管理实施办法》规定，学校将对国家级、省级大学生创新创业训练计划项目进行结题评审，现将有关事项通知如下：一、结题对象1.2021年度国家、省级大学生创新创业训练计划所有未结题项目；2.2022年度国家、省级大学生创新创业训练计划一年期项目；3.2022年度国家、省级大学生创新创业训练计划两年期项目已完成的可申请提前结题；4.2022年度国家、省级大学生创新创业训练计划项目负责人为毕业班学生的项目必须结题。二、结题报送材料1.项目结题表、项目主要成果简明表、项目简介；2.国家、福建省大学生创新创业训练计划项目验收信息表；3.有实物成果的需提供照片；4.项目研究报告；5.项目组正式发表的论文、申请的专利、获奖证书等研究成果的电子文档或照片；6.项目实施过程照片5张（开展实验过程、指导教师指导过程及参加学术会议情况等）；7.项目组学生开展计划项目过程记录；8.项目组学生开展计划项目的心得体会与经验；9.项目指导教师指导计划项目的经验与建议；10.项目结题PPT；11.福州大学国家、省级大学生创新创业训练计划项目结题成绩汇总表（此表由学院汇总）。各项目负责人须在2023年5月31日前将以上结题材料纸质版和电子版同时提交给各学院教学办，文件夹命名统一格式为“项目编号+项目名称+项目负责人姓名”。2023年6月9日前各学院完成评审工作，并将所有材料电子版统一发送至E-mail:jwcsjk@fzu.edu.cn，纸质版报送教务处实践科。三、结题评审本次结题由学院组织三位（含）以上具有副高及以上职称的专家对申请结题项目进行评审并确定等级。学校将对所有项目的结题成绩进行复核审查，重点检查结题项目是否按计划完成，并取得预期成果；是否存在抄袭和学术不端行为；项目成果是否与评审等级相符；对不符合评审等级规定要求的将取消评优资格并降低等级处理，同时将削减学院相应的大学生创新创业训练计划项目立项数。请各学院及时通知有关项目负责人及指导教师按时完成结题工作。                                                              福州大学教务处                                                              2023年5月18日
关于做好2023-2024学年第一学期教材选用及征订工作的通知,发布时间：2023-05-18,教材中心,附件【附件1：教育部公示马工程重点教材目录-115种-.xlsx】已下载1572次附件【附件2：全国大中专教学用书目录(2023秋).xlsx】已下载1467次,"各学院,相关教学单位：为了确保2023-2024学年第一学期全校教学工作顺利进行，根据学校相关规定，现就2023年秋季教材选用及征订工作通知如下：一、认真落实教材选用工作（一）加强对教材选用的审核和管理各学院要根据《福州大学教材管理实施细则（试行）》（福大政〔2022〕32号）《福州大学教材选用与供应管理办法》（福大教〔2020〕22号）相关文件精神，加强对教材选用的审核和管理，选用教材要坚持党的教育方针，把握正确方向和价值导向，体现思想性、科学性、时代性。选用外国教材时，要根据《教育部办公厅关于加强高等学校使用外国教材管理的通知》（教高厅〔2006〕5号）文件的要求进行严格审查。（二）认真落实“马克思主义理论研究和建设工程重点教材”（以下简称“马工程教材”）统一使用工作哲学社会科学类专业开设马工程重点建设相关课程，务必把马工程教材作为指定教材统一使用。请各学院认真核对本学院2023-2024学年第一学期所开设课程，如有开设马工程教材对应课程，必须统一选用马工程教材。已出版马工程教材名单见附件1。二、教材选用程序1.2023年5月22日—2023年5月31日，各学院任课教师或课程组（含通识教育必修课）根据开课计划，参考《全国大中专教材用书目录（2023秋）》（附件2），选用高质量、新版本优质教材，经所在教研室（系）讨论通过后登陆教务处系统（下称“系统”），在“教材申报”菜单下根据提示填报相应课程选用的教材信息。面向多个学院开课的课程教材信息由课程（组）负责人填写。2.2023年6月2日之前，各学院教学秘书从系统导出教师选用教材情况汇总表，提交学院教材工作小组审核，选用结果须在学院网站进行公示。3.2023年6月8日之前，教材选用情况经公示无异议后，各学院教学秘书在系统点击提交汇总表，各教学院长在系统点击审核通过；教学秘书导出并打印《2023-2024学年第一学期福州大学本科课程教材选用汇总表》一式两份提交学院教材工作小组组长签字，并加盖学院公章，其中一份交至教务处综合科（联系人：苏老师；电话：22866855；地点：行政北楼西210室），电子版发送至jwchjck@fzu.edu.cn，另一份学院留底。4.选用的教材如果被学校驳回修改，相关学院应重复上述选用流程。三、教材征订程序1.学生于选课期间登陆教务处系统进行选课时，可自愿选择委托供应商统一订购教材、自行购买教材或不购买而从其他渠道获取教材三种方式之一；2.待2023年6月23日16:00选课结束后，学生所在学院教学秘书应从系统导出教材征订情况表提交对应的教材供应商，并直接与其对接处理学生教材征订各项事宜。备注：学生如需退订教材可自行联系供应商。附件：1. 教育部公示马工程重点教材目录-115种（截至2023年3月，共计115种）2.全国大中专教材用书目录（2023秋）                                                                      教务处2023年5月18日"
关于2022-2023学年第二学期《近现代史纲要》课程期末考试安排的通知,发布时间：2023-05-17,教学运行,附件【2202近现代史纲要期末考试.xlsx】已下载1196次,各有关学院：定于13-14周进行《近现代史纲要》课程期末随堂考试，请有关协助监考学院按考表（见附件）安排监考老师并录入系统，及时通知监考老师和学生上系统查看考试信息，以免延误考试。为保证考试的顺利进行，如其他教学安排时间或地点与此次考试冲突，请予以调整。马克思主义学院教务处2023年5月17日
福州大学关于公布2021级数理综合班专业分流学生名单及学科导师名单的通知,发布时间：2023-05-17,教研教改,,福大教〔2023〕12号各学院：根据我校2021级数理综合班培养方案，2021级数理综合班学生经过两年的集中强化数理基础教育后，后两年由学生自主选择应用物理学、信息与计算科学或数学与应用数学专业，并在学科导师指导下实施个性化分流培养。现根据学生个人意愿，将这三个专业分流培养学生名单及学科导师名单公布如下：序号学 号姓 名原录取专业分流培养专业学科导师1112101338胡岩松应用物理学应用物理学吴怀志2032101312陈林巍数学类应用物理学张雅珍3112101019陈斯钰电子科学与技术应用物理学钟志荣4112101311许少伟应用物理学应用物理学陈叶鸿5112101339钟文豪应用物理学应用物理学吴怀志序号学 号姓 名原录取专业分流培养专业学科导师6112100232郭粤颖电子信息类应用物理学陈叶鸿7052104121丁之航交通运输类应用物理学吴怀志8182100148袁兆扬高分子材料与工程应用物理学吴怀志9092100105陈山泰英语应用物理学徐金英10112101304叶育鑫应用物理学应用物理学杨开宇11082100311付韩玥生物医学工程应用物理学钟志荣12092100130左志平英语应用物理学苏万钧13092100228张忠政英语应用物理学陈叶鸿14102101516李文俊计算机类应用物理学赵新宇15032101131何嘉玮数学类应用物理学江云坤16112101346徐振宇应用物理学应用物理学苏万钧17052103110王金烽给排水科学与工程应用物理学江云坤18112101324张伟超应用物理学应用物理学曾群英19022103227黄一丹车辆工程应用物理学钟志荣20112101327陈杰林应用物理学应用物理学江云坤21052106109方李俊港口航道与海岸工程应用物理学苏万钧22112101320吴书文应用物理学应用物理学张雅珍23022101415吴宇翔机械设计制造及其自动化应用物理学徐金英24152102105张五冲城乡规划信息与计算科学邹长武25022101126陈彥榕机械设计制造及其自动化信息与计算科学王靖岳26052103108杜可欣给排水科学与工程信息与计算科学王靖岳27042101108朱伽睿化学工程与工艺信息与计算科学王靖岳28152102223郑涵臻城乡规划信息与计算科学林峰根29052103201曹中人给排水科学与工程信息与计算科学王美清30022101316吴诗荣机械设计制造及其自动化信息与计算科学洪艳梅31032101316林哲伟数学类信息与计算科学刘清海32132101114江鹏程化学信息与计算科学邹长武33022101127陈滨雁机械设计制造及其自动化信息与计算科学王美清34062100433蒋兴鑫资源循环科学与工程信息与计算科学洪艳梅35112100326邵圣博电子信息类数学与应用数学苏延辉36032101227王婧漪数学类数学与应用数学钟景洋37072108206董鸿亮物流管理数学与应用数学朱文兴38072108202陈诗元物流管理数学与应用数学朱文兴39182100301曹楷铭材料科学与工程数学与应用数学钟景洋40072103433张宇工业工程数学与应用数学朱文兴41172109004施黄聿心工业设计数学与应用数学程航42072103430岳少奇工业工程数学与应用数学张文钊43032101106关骁玮数学类数学与应用数学黄书棋44112101310安潇玲应用物理学数学与应用数学苏延辉45062100414陈至超资源循环科学与工程数学与应用数学程航46042101408李宸宇化学工程与工艺数学与应用数学朱文兴47032101207杨曦数学类数学与应用数学钟景洋48172109068王先连工业设计数学与应用数学陈晓锋49112101335侬梓舟应用物理学数学与应用数学陈晓锋50052101307杨皓钦土木工程数学与应用数学严锴51042103128周正油气储运工程数学与应用数学魏凤英52082100111高晟康生物工程数学与应用数学邹长武53162104125王思源地质工程数学与应用数学王美清                                     福 州 大 学                                                                      2023年5月12日
关于公布福州大学第七届网络信息安全竞赛获奖名单的通知,发布时间：2023-05-17,实践科,,校教〔2023〕9号各学院：我校计算机与大数据学院承办的福州大学第七届网络信息安全竞赛于2023年5月13日顺利举行，现已圆满结束。共有计算机与大数据学院、梅努斯国际工程学院等44名学生报名参赛，采用国际CTF竞赛流行的Jeopardy解题，在线提交Flag即时打分模式，经过专家评审，评出一等奖3名，二等奖4名，三等奖9名。现将获奖名单公布如下：获奖等级学院姓名一等奖梅努斯国际工程学院杨云飞梅努斯国际工程学院卜亚男梅努斯国际工程学院陈佳雯二等奖计算机与大数据学院郑智荣计算机与大数据学院郑展计算机与大数据学院胡杨树二等奖梅努斯国际工程学院徐彻三等奖计算机与大数据学院林非凡计算机与大数据学院郑云海计算机与大数据学院艾承超三等奖计算机与大数据学院许可计算机与大数据学院林若曦计算机与大数据学院张子瀚三等奖计算机与大数据学院肖钧文计算机与大数据学院宋毓滢计算机与大数据学院黄孙宏福州大学教务处2023年5月17日
关于举办福州大学第四十一场“教学有道”研讨活动的通知,发布时间：2023-05-16,质量办,,"各学院、有关单位：为深化教育教学改革，扎实推进教师数字化转型和教师信息技术素养，进一步提升教育教学水平和人才培养质量。经研究，决定举办第四十一场“教学有道”专题研讨，具体安排如下：一、研讨主题主题：数字化转型中教师信息化技术素养与二十大精神进课堂报告1：数字化数学教师信息化技术素养报告2：中学到大学“一线串”的一些教学实践--以数学分析课程的若干知识点为例二、研讨时间2023年5月21日（周日）上午9:00三、主讲人华中师范大学数学与统计学院 方文波教授、代晋军副教授四、研讨地点数学与统计学院4-208会议室五、承办单位数学与统计学院六、参会人员1.数学与统计学院教师；2.其他感兴趣的教师和教学管理人员。主讲人简介：方文波，男，1963年12月生，华中师范大学三级教授，湖北省名师，大学数学教学研究名师工作室主持人，大学数学湖北省教学团队负责人，大学数学共建共享虚拟教研室负责人，华中师范大学数学类课程思政教学研究示范中心负责人，先后主讲16门课程。获得过国家教学成果二等奖2项，湖北省教学成果特等奖1项、一等奖3项，华中师范大学教学成果特等奖2项。主持过国家精品课程、国家精品资源共享课、国家线下一流课程各1门，湖北省线上线下混合式一流课程1门。主编了2本国家“十二五”规划教材，出版了1本专著。在高等教育出版社出版8套教学软件，获得9项软件著作权登记。2011年被教育部科技发展中心评为全国高等教育信息化先进个人。代晋军，男，1978年1月生。华中师范大学数学与统计学学院 副教授。工作以来,先后获得第四届全国明德教师奖、湖北五一劳动奖章、湖北省青年教师教学竞赛一等奖、校教学创新奖一等奖、全国教学成果奖二等奖(成员)、湖北省教学成果奖特等奖(成员)等奖励。主要承担公共课中的高等数学、线性代数、概率统计，专业课中的数学分析、复变函数、泛函分析等课程的教学工作。福州大学教务处2023年5月16日"
关于2024届预计毕业生核对电子注册学历信息的通知,发布时间：2023-05-16,教学运行,,各学院：根据教育部学历注册相关要求，为确保我校2024届预计本科毕业生学历注册信息准确无误，现决定开展学历注册信息核对工作，具体通知如下：一、核对对象我校拟于2024年毕业的应届本科普通全日制在校生，含2019级五年制、2020级四年制以及2022级第二学士学位录取的各专业学生。外校访学学生、2023年及之前已核对过信息的往届预计毕业生不在本次核对范围之列。二、核对内容注册中心下发的信息表中所有字段都必须仔细核对，包括：学号、姓名、姓名拼音、性别、出生日期、身份证号、民族、政治面貌、当前所在级、分院、专业名称、学制、入学日期等。以上身份证号字段中，港澳学生使用港澳居民身份证号，台湾学生使用台胞证号，华侨学生使用护照号。三、核对流程1.学历注册信息核对要求必须由学生本人签字确认，以示对个人学历信息负完全责任。各学院根据注册中心下发的学历电子注册信息，打印2024届预计毕业生信息核对表，然后组织学生认真核对并签字确认，本人不核对或不签字而影响信息准确者，责任自负。2.信息表中的姓名、性别、出生日期、身份证号、民族均属于关键字段，个人不得随意修改。因特殊原因确需修改的，请尽快联系注册中心工作人员，办理相关变更申请手续。3.信息表中的政治面貌字段，数据源自当年招生录取信息和学校组织部提供的党员统计资料，如有修改，必须经辅导员签字确认后再上报。党员信息（含中共党员、中共预备党员）在学生明年六月毕业前，会根据最新的党员统计资料统一进行更新，不再另行组织核对。4.信息表中的姓名拼音字段，并非英文姓名，请严格按照汉语拼音进行核对（每个汉语拼音首字母大写，中间不加空格）。5.各学院根据学生反馈意见，直接在信息表中的相关内容上进行修改，并将其字体设置为红色，突出显示（如下例所示）。因病休学后拟编入下一级的学生可将其记录删除。赴境内(外)其他院校联合培养的学生，应通过远程方式进行确认。学号姓名姓名拼音性别……政治面貌……121900101李四LiSi男……共青团员……6.外国留学生的学历信息仅供参考，如有修改需报外事办审批，由外事办汇总后函告教务处更正。四、注意事项根据有关规定，学历注册信息核对工作每届只进行一次，核准后原则上不得再修改。此信息作为保研推免、图像采集、证书打印、学历认证等诸多后续工作的重要依据，关系到学生能否顺利毕业和注册。请各学院务必高度重视，认真组织，并于6月30日前将修改完善后的信息表（电子版，Excel格式）上报注册中心。联系人：宋老师，电话：22866874。教务处注册中心2023年5月16日
关于组织申报2023-2024学年第一学期通识教育选修课的通知,发布时间：2023-05-15,计划科,,各学院、各单位：根据《福州大学本科生通识教育选修课管理办法》文件精神，为扩大我校学生知识面、开拓视野、推进文理渗透、理工结合、提高大学生各方面素质，现决定开展2023-2024学年第一学期本科生通识教育选修课（以下简称“通选课”）组织申报工作，有关事项通知如下：一、申报对象开设通选课的教师必须是学有专长、热心教学、具有校内主讲教师资格的教师。二、学分要求及时间安排每门通选课控制在1-2学分，原则上16学时/学分，体育类课程24学时/学分。授课时间一般安排在周一至周五晚上及周六上、下午。三、申报流程请准备在2023-2024学年第一学期开设通选课的教师于6月9日前在本科教学管理系统“通选课申报”模块完成开课信息填报及审核提交工作（填报后需各单位教学干事和分管教学副院长分别审核），教务处将根据各位老师所填报的开课计划安排授课时间和地点。填报位置：教师模块——教师专栏——通选课申报。申报结束后，各位教师需于本学期末前登录教务系统核对开课信息，并于下学期开学前完成授课计划和教学大纲的录入工作，具体时间以教务通知为准。四、注意事项1、每学期开设的通选课门数将纳入学院本科教学基本情况通报，请各学院务必认真对待，积极组织教师申报。2、通选课的学生选课工作安排在下学期开学初进行，具体时间安排以教务处通知为准。  如有疑问请咨询教务处林老师，电话：22866907/83700655       教务处2023年5月15日
关于2022-2023学年第二学期计算机语言类课程期末考试安排的通知,发布时间：2023-05-12,教学运行,附件【2202计算机语言期末考试5.28.xlsx】已下载1239次,各有关学院：定于5月28日进行计算机语言类课程期末考试，请有关协助监考学院按考表（见附件）安排监考老师并录入系统，及时通知监考老师和学生上系统查看考试信息，以免延误考试。为保证考试的顺利进行，如其他教学安排时间或地点与此次考试冲突，请予以调整。计数学院教务处2023年5月12日
关于2022-2023学年第二学期《大学物理A（上）、B（上）、C》课程期末考试安排的通知,发布时间：2023-06-21,教学运行,附件【2202大学物理B 期末考7.6下午.xlsx】已下载1132次附件【2202大学物理A、C 期末考7.6上午.xlsx】已下载1072次,各有关学院：定于7月6日进行《大学物理A（上）、B（上）、C》课程期末考试，请有关协助监考学院按考表（见附件）安排监考老师并录入系统，及时通知监考老师和学生上系统查看考试信息，以免延误考试。为保证考试的顺利进行，如其他教学安排时间或地点与此次考试冲突，请予以调整。物信学院教务处2023年6月21日
关于举办2023年福州大学大学生工程实践与创新能力大赛暨2023年福建省大学生工程实践与创新能力大赛福州大学分区赛的通知,发布时间：2023-06-20,实践科,附件【附件3：2023年福州大学大学生工程实践与创新能力大赛命题与运行.pdf】已下载3375次,各学院：根据2023年全国大学生工程实践与创新能力大赛的通知，竞赛采用校级初赛、省级复赛和全国决赛三级赛制，我校决定举办2023年福州大学大学生工程实践与创新能力大赛暨2023年福建省大学生工程实践与创新能力大赛福州大学分区赛。现将竞赛有关事项通知如下：一、 大赛目标定位面向适应全球可持续发展需求的工程师培养，服务于国家创新驱动与制造强国战略，强化工程伦理意识，坚持基础创新并举、理论实践融通、学科专业交叉、校企协同创新、理工人文结合，打造具有鲜明中国特色的高端工程创新赛事，建设引领世界工程实践教育发展方向的精品工程，构建面向工程实际、服务社会需求、校企协同创新的实践育人平台，培养服务制造强国的卓越工程技术后备人才，开启中国大学生工程实践与创新教育新征程。以赛促学、以赛促教、以赛促改、以赛促建，打造具有中国特色、世界一流的工程实践与创新教育体系，全面提升工程人才培养质量，推动建设宏大的知识型、技术型、创新型劳动者大军。二、 大赛的主题与命题本届大赛主题——“交叉融合工程创新求卓越，守德崇劳制造强国勇担当”。本届大赛初步设置3个赛道8个赛项：（1）新能源车赛道，包括：太阳能电动车、温差能电动车两个赛项；（2）“智能+”赛道，包括：智能物流搬运和生活垃圾智能分类两个赛项；（3）虚拟仿真赛道，包括：飞行器设计仿真、智能网联汽车设计、工程场景数字化和企业运营仿真等4个赛项。2023年福州大学大学生工程实践与创新能力大赛命题与运行，详见附件3。三、 参赛条件与方式1. 参赛条件：全日制本科生均可参加；2. 参赛方式：参赛者以队为单位参赛，每队3-4人，专业不限，鼓励专业互补，自由组合。竞赛中上交的图纸及工艺文件应符合工程要求。四、 竞赛相关进程的时间安排1. 报名：发文之日起至2023年9月5日18:00截止报名方式：电子邮件报名，邮址：（fzu_gcs@163.com）负责人： 林华联系电话：133059046962. 比赛时间2023年9月底，具体时间见机电工程实践中心网站（http://jdzx.fzu.edu.cn/）通知。3. 赛前培训地点和时间待定，具体安排见机电工程实践中心网站（http://jdzx.fzu.edu.cn/）通知。五、 竞赛奖励1. 竞赛将根据报名队数评出一等奖、二等奖、三等奖若干名，颁发证书。2. 获得二等奖以上学生可根据学校有关规定申请创新创业素质拓展学分认定。六、 举办单位1. 主办单位：福州大学教务处2. 协办单位：福州大学学生处、团委3. 承办单位：机电工程实践中心有关竞赛要求、通知及相关组织安排等请登录机电工程实践中心网站（http://jdzx.fzu.edu.cn/）附件：1. 2023年福州大学大学生工程实践与创新能力大赛暨2023年福建省大学生工程实践与创新能力大赛福州大学分区赛组委会成员名单          2. 2023年福州大学大学生工程实践与创新能力大赛暨2023年福建省大学生工程实践与创新能力大赛福州大学分区赛报名表          3. 2023年福州大学大学生工程实践与创新能力大赛暨2023年福建省大学生工程实践与创新能力大赛福州大学分区赛命题与运行福州大学教务处2023年6月20日附件1：2023年福州大学大学生工程实践与创新能力大赛暨2023年福建省大学生工程实践与创新能力大赛福州大学分区赛组委会成员名单主任：于岩委员：向红亮、钟春玲、陈钢组委会下设秘书处，秘书处设在机电工程实践中心秘书长： 林华组委会秘书处联系人： 张丽娇联系电话： 15005935395电子邮箱：fzu_gcs@163.com附件2：2023年福州大学大学生工程实践与创新能力大赛暨2023年福建省大学生工程实践与创新能力大赛福州大学分区赛报名表赛道赛项队长学号所在学院联系电话E-mailQQ
关于公布第十四届企业经营模拟沙盘对抗赛获奖名单的通知,发布时间：2023-06-20,实践科,,"校教〔2023〕20号各学院:   由我校经济与管理学院承办的福州大学第十四届企业经营模拟沙盘对抗赛于2023年5月31日圆满结束。本次竞赛共有电气工程与自动化学院、数学与统计学院、经济与管理学院、物理与信息工程学院、先进制造学院等14个学院的51支队伍共计201名本科生报名参赛，其中A组有32支队伍报名，B组有12支队伍报名，C组有12支队伍报名。经初赛和决赛，最终评出一等奖4项(A组2队，B组1队, C组1队)，二等奖8项(A组5队，B组2队，C组1队)，三等奖8项(A组6队，B组2队)。现将获奖名单公布如下:获奖等级组别姓名一等奖A组鄧敏儀罗董柴君茹朱建榕一等奖A组林炜杰陈闻涛陈锦烨曾依健一等奖B组马倩鄧敏儀一等奖C组鄧敏儀罗董司徒俊杰蔡真希二等奖A组林呈檀枫石李更陈煌林二等奖A组黄谢斌亮曾晓芬邱杨柳刘文烨二等奖A组陈一昕王冰冰赖美霖二等奖A组饶梅贵王思源周睿欣余婧洁二等奖A组郭鸿源焦点点陈圣锋侯锦超二等奖B组游陆祥林志展二等奖B组林长轩林伟杰江昊玮二等奖C组陈一昕王冰冰赖美霖程晓翌三等奖A组兰欣瑶叶智琳易华章任涛三等奖A组卞嘉丽刘璐瑶朱景怡三等奖A组刘玥商梦情邱照雨王文娟三等奖A组江昊玮林境康林伟杰林长轩三等奖A组林宥然何晓敏张志轩三等奖A组黄芸倩黄雨珊黄锌苗三等奖B组郑辰宇李欣杰沈阳三等奖B组陈一昕王冰冰赖美霖福州大学教务处                                                                             2023年6月20日"
