问题名,问题具体内容,回答信息
有哪些让你目瞪口呆的 Bug ？,无问题描述,魅族手机把sim卡名称改成“无sim卡” 系统就会以为真的没有这张卡 直接断服务 且整张卡选项变为灰色 无法进行更改 重启也不行 解决办法是把系统语言改成英文 因为这样会识别到卡名字叫做“无sim卡”而不是真的没有sim卡
有哪些让你目瞪口呆的 Bug ？,无问题描述,有，不过是店员目瞪口呆，而我稳如老狗。 06年时候在福州，华莱士汉堡三个10元，两个7元，一个4.5元。 有次晚上请同学去吃，我说先来四个汉堡。 店员，“四个汉堡，14.5元。” 我，“不是14吗？” 店员，“三个10元，加一个4.5元，是14.5元啊。” 我摆摆手，“不要三个加一个，我要两个，加两个。” 店员，……………… 好了，可以点其他的了。
有哪些让你目瞪口呆的 Bug ？,无问题描述,一个老爷子卖酸奶 三块一瓶，十块三瓶 来个小伙子 “大爷，来瓶酸奶！” “三块！” “大爷，再来一瓶！” “三块！” “大爷，再来一瓶！” “三块！” “大爷你看，我买了三瓶酸奶，才九块钱，所以你那个‘十块三瓶’算错了，买的越多应该越便宜才对！” “呵呵，每天都有你这样的来一下买三瓶！”
有哪些让你目瞪口呆的 Bug ？,无问题描述,有一次，上班时指头被a4纸划破， 虽然伤口不大，还是挺疼 就用创可贴把中指贴了一圈 第二天早上起来 打开一看，我去 竟然完全愈合，毫无痕迹 突然想起周星驰电影《功夫》里的 练武奇才 难道，我也是？ 就在我向同事吹嘘时 他默默来了句 你看你中指旁边的指头 汗…… 贴错指头了
有哪些让你目瞪口呆的 Bug ？,无问题描述,写代码的时候记得把显示器屏幕擦干净点。。。。。。 -一个曾经被屏幕污点坑过的人(ノ=Д=)ノ┻━┻
有哪些让你目瞪口呆的 Bug ？,无问题描述,"那年在淘宝买笛子，商家送了个陶笛，大概长这样： 娃上小学，笛子半天吹不响，这玩意儿就没这烦恼，于是开心地玩起来。 我上班时她得意地打来电话，说已经学会了2句，要吹给我听。 商家送的谱是“女儿情”， 她吹“鸳鸯双栖蝶双飞，满园春色惹人醉”，吹到一半电话不小心断了。好不扫兴，打过来重吹，吹到一半电话又断了！ 如是三次。 这是碰到本专业的bug了啊，我兴趣来了。 拉着娃一遍遍试验。最终发现吹到“惹人醉”那个“惹”，电话必断。 见了鬼了！ 坐在那儿分析：这是全曲第一次碰到“6”这个音，看来信道中某个设备对这个频率敏感，误检成了特殊的DTMF信号，触发挂断。 我的手机是广东联通，娃是湖北移动，经过的关口有点复杂。 我让娃打给她妈妈的同是湖北移动的号，果然没这个问题。 ===== 2025/1/6更新： 想不到这个偏技术的回答居然收到了我在知乎最多的赞，不知道是被谁翻了牌子，有没要在这里更新一下。 我参加革命时间晚，随路信令只在教科书上读过，没有亲见。 在评论区 @墨枫梧桐BA7MQN 和 @点点， @PROZAC 老师的引导下补习了1号信令。 呃，一句话，如果中继线路有使用带内单频脉冲方式的1号信令，一个持续600毫秒的2600Hz脉冲就可以把通话掐掉。 @Music-X 老师甚至进一步推理出乐器的调式。可惜5年前买的小玩意儿早已找不到了，某宝上的购买链接又提示商品下架。不然我拿来吹一下，测一测频率是不是2600Hz, 就可以正式破案。 ====== 2025/1/11更新: 我找到了这玩意儿，他长这样： 网上找到了当年的谱子，这个样子 唯一的问题是，6 吹出来是2355HZ，7才是2616HZ. 要么就是我记错了断线时吹到哪里了， 要么就是2355也在2600的误差范围(也太远了点），要么就是前面的随路信令猜测不对……"
有哪些让你目瞪口呆的 Bug ？,无问题描述,我买了个自动猫粮器，需要插电的，可以手机控制，没想到被我家猫测试出来bug 一天我下班回到家，我没操作的情况下，能吃3天的，1天就没了，就很懵逼。 然后晚上我偷偷的在门缝观察猫，发现它去扒拉插座，断电在通电就会掉一些猫粮出来
有哪些让你目瞪口呆的 Bug ？,无问题描述,其实不算Bug 二十年前，某地电信局，一路光纤时断时续，因刚刚换过，怀疑是新板子问题，各种检查、换板子均无果。 于是挂表查断点，开车上路到断点，发现线杆老化倒地，光缆被野狗咬开外皮，光纤未断，却缠住了狗嘴，狗嘴一张一合，光路断断续续。 史称“狗咬光纤”事件。
有哪些让你目瞪口呆的 Bug ？,无问题描述,以前在一个小公司遇到的bug，一个只在阴雨天出现的bug，一个同事至今想起来还激动的拍轮椅 测试环境的服务器是两台实体主机放在我旁边的桌子下面，生产环境用的阿里云服务器。 某天前端开发人员反馈测试环境某些接口调不通，某些接口正常，经过排查，调不通的接口都在同一台测试机器。过去看发现机器居然关机了！ 我们很奇怪，周末办公室没有断过电，为什么机器会自动关机？重启大法解决了。 然后这个问题谁都没放在心上，直到过了几天又出现了！ 这下开始慌了，是不是谁写的代码里有隐藏的bug导致了机器会关机？ 但是代码审查一直没有查到这样的代码，而且几个版本的迭代过程中生产环境从来没有过这样的问题 而这个bug像个梦魇一样，隔那么几天就来一回，而且我们发现每次bug出现的时候都是阴雨天。老板下令一定要找出原因，不然每次新版本上线都胆战心惊，怕问题蔓延到生产环境 于是我把两台服务器从桌子下拉出来摆在我脚边，就是要看看到底什么原因 后来... . . . . . . . . . . 后来问题找到了，天气一冷坐我对面的家伙就把腿抬起来放到测试服务器主机上，那里出风口暖和 不小心就把插头搞接触不良断电了 我们把他腿打断之后这个问题再也没出现过
有哪些让你目瞪口呆的 Bug ？,无问题描述,关于考勤打卡的 我们单位粗心的人事在系统里删除离职人员的时候不小心把我也删除了 当了很长时间的黑户 后来虽然又添加回来 但饭卡，慰问品之类的总是出错，每次我都得解释一遍然后气急败坏的自己去单独领一份 直到我发现 我请假系统里不扣年假 哈哈哈哈哈哈哈 无限续杯
有哪些让你目瞪口呆的 Bug ？,无问题描述,魅族手机把sim卡名称改成“无sim卡” 系统就会以为真的没有这张卡 直接断服务 且整张卡选项变为灰色 无法进行更改 重启也不行 解决办法是把系统语言改成英文 因为这样会识别到卡名字叫做“无sim卡”而不是真的没有sim卡
有哪些让你目瞪口呆的 Bug ？,无问题描述,有，不过是店员目瞪口呆，而我稳如老狗。 06年时候在福州，华莱士汉堡三个10元，两个7元，一个4.5元。 有次晚上请同学去吃，我说先来四个汉堡。 店员，“四个汉堡，14.5元。” 我，“不是14吗？” 店员，“三个10元，加一个4.5元，是14.5元啊。” 我摆摆手，“不要三个加一个，我要两个，加两个。” 店员，……………… 好了，可以点其他的了。
有哪些让你目瞪口呆的 Bug ？,无问题描述,一个老爷子卖酸奶 三块一瓶，十块三瓶 来个小伙子 “大爷，来瓶酸奶！” “三块！” “大爷，再来一瓶！” “三块！” “大爷，再来一瓶！” “三块！” “大爷你看，我买了三瓶酸奶，才九块钱，所以你那个‘十块三瓶’算错了，买的越多应该越便宜才对！” “呵呵，每天都有你这样的来一下买三瓶！”
有哪些让你目瞪口呆的 Bug ？,无问题描述,有一次，上班时指头被a4纸划破， 虽然伤口不大，还是挺疼 就用创可贴把中指贴了一圈 第二天早上起来 打开一看，我去 竟然完全愈合，毫无痕迹 突然想起周星驰电影《功夫》里的 练武奇才 难道，我也是？ 就在我向同事吹嘘时 他默默来了句 你看你中指旁边的指头 汗…… 贴错指头了
有哪些让你目瞪口呆的 Bug ？,无问题描述,写代码的时候记得把显示器屏幕擦干净点。。。。。。 -一个曾经被屏幕污点坑过的人(ノ=Д=)ノ┻━┻
有哪些让你目瞪口呆的 Bug ？,无问题描述,"那年在淘宝买笛子，商家送了个陶笛，大概长这样： 娃上小学，笛子半天吹不响，这玩意儿就没这烦恼，于是开心地玩起来。 我上班时她得意地打来电话，说已经学会了2句，要吹给我听。 商家送的谱是“女儿情”， 她吹“鸳鸯双栖蝶双飞，满园春色惹人醉”，吹到一半电话不小心断了。好不扫兴，打过来重吹，吹到一半电话又断了！ 如是三次。 这是碰到本专业的bug了啊，我兴趣来了。 拉着娃一遍遍试验。最终发现吹到“惹人醉”那个“惹”，电话必断。 见了鬼了！ 坐在那儿分析：这是全曲第一次碰到“6”这个音，看来信道中某个设备对这个频率敏感，误检成了特殊的DTMF信号，触发挂断。 我的手机是广东联通，娃是湖北移动，经过的关口有点复杂。 我让娃打给她妈妈的同是湖北移动的号，果然没这个问题。 ===== 2025/1/6更新： 想不到这个偏技术的回答居然收到了我在知乎最多的赞，不知道是被谁翻了牌子，有没要在这里更新一下。 我参加革命时间晚，随路信令只在教科书上读过，没有亲见。 在评论区 @墨枫梧桐BA7MQN 和 @点点， @PROZAC 老师的引导下补习了1号信令。 呃，一句话，如果中继线路有使用带内单频脉冲方式的1号信令，一个持续600毫秒的2600Hz脉冲就可以把通话掐掉。 @Music-X 老师甚至进一步推理出乐器的调式。可惜5年前买的小玩意儿早已找不到了，某宝上的购买链接又提示商品下架。不然我拿来吹一下，测一测频率是不是2600Hz, 就可以正式破案。 ====== 2025/1/11更新: 我找到了这玩意儿，他长这样： 网上找到了当年的谱子，这个样子 唯一的问题是，6 吹出来是2355HZ，7才是2616HZ. 要么就是我记错了断线时吹到哪里了， 要么就是2355也在2600的误差范围(也太远了点），要么就是前面的随路信令猜测不对……"
有哪些让你目瞪口呆的 Bug ？,无问题描述,我买了个自动猫粮器，需要插电的，可以手机控制，没想到被我家猫测试出来bug 一天我下班回到家，我没操作的情况下，能吃3天的，1天就没了，就很懵逼。 然后晚上我偷偷的在门缝观察猫，发现它去扒拉插座，断电在通电就会掉一些猫粮出来
有哪些让你目瞪口呆的 Bug ？,无问题描述,其实不算Bug 二十年前，某地电信局，一路光纤时断时续，因刚刚换过，怀疑是新板子问题，各种检查、换板子均无果。 于是挂表查断点，开车上路到断点，发现线杆老化倒地，光缆被野狗咬开外皮，光纤未断，却缠住了狗嘴，狗嘴一张一合，光路断断续续。 史称“狗咬光纤”事件。
有哪些让你目瞪口呆的 Bug ？,无问题描述,以前在一个小公司遇到的bug，一个只在阴雨天出现的bug，一个同事至今想起来还激动的拍轮椅 测试环境的服务器是两台实体主机放在我旁边的桌子下面，生产环境用的阿里云服务器。 某天前端开发人员反馈测试环境某些接口调不通，某些接口正常，经过排查，调不通的接口都在同一台测试机器。过去看发现机器居然关机了！ 我们很奇怪，周末办公室没有断过电，为什么机器会自动关机？重启大法解决了。 然后这个问题谁都没放在心上，直到过了几天又出现了！ 这下开始慌了，是不是谁写的代码里有隐藏的bug导致了机器会关机？ 但是代码审查一直没有查到这样的代码，而且几个版本的迭代过程中生产环境从来没有过这样的问题 而这个bug像个梦魇一样，隔那么几天就来一回，而且我们发现每次bug出现的时候都是阴雨天。老板下令一定要找出原因，不然每次新版本上线都胆战心惊，怕问题蔓延到生产环境 于是我把两台服务器从桌子下拉出来摆在我脚边，就是要看看到底什么原因 后来... . . . . . . . . . . 后来问题找到了，天气一冷坐我对面的家伙就把腿抬起来放到测试服务器主机上，那里出风口暖和 不小心就把插头搞接触不良断电了 我们把他腿打断之后这个问题再也没出现过
王小波的计算机水平有多好？,王小波的计算机水平到底有多好，在王小波自己的小说中，王小波非常骄傲地说，写书的软件都是自己编写的，王小波是自学的还是教的？都会什么语言？ 谢谢各位！！显示全部,以下文字都是我本人写的。为了让阅读方便，减少模糊性。我在文中以第三人视角描述。 而不用“我舅舅“，”我姥姥“，”我大舅舅“，”我小舅舅“之类的称呼。 这是一个十几年软件工程师的习惯而已。 我舅舅是王小波。我是个禁不住人肉的老百姓。资质平庸。 王小波一篇《我是怎样做青年思想工作》的杂文在我青年单身适龄的年代，给我个人做了最大程度的广告。算是他老人家留给我最宝贵的遗产之一。 除此之外，还有他那台用了很久的PC，在他去世前一年送了我。 他是汇编高手。自己用汇编写了DOS下的汉字输入法。输入法有个功能，可以加4声。 一般拼音输入法没有这功能。这需要普通话读音正确的使用者。90年代总共也没几种汉字输入法。看过他用自己输入法打汉字。速度几乎和盲打英文一样。那时候我大学，正在疯狂苦练吉他。并没有弄懂他用了何种技术。虽然我从小学也用Z80和APPLE II 做些机器码编程做游戏。但到了中学为了高考，计算机就荒废了。 他人生最后几年，WINDOWS 3.2开始普及。然后是WIN95。 他开始从DOS转向WIN32 SDK编程。最终非常任性地熬夜苦干了很长时间，把输入法转为WIN32 SDK 在WINDOWS下正常工作。当时WINDOWS已经有不少汉字输入法。 尤其到了WIN95时代。 他这么做也只是出于兴趣而不是在DOS时代的必须。就WIN32 SDK我们还讨论过一些。那时候win32 sdk真的是很难用。主要是互联网还没有（我是96年后用上的），资料很少。匈牙利命名法陌生。WIN32的体系和DOS大相径庭。全部都很陌生。而且完全抛弃了DOS那套东西。所有90年代DOS底层程序员向WIN32的迁徙都是一部血泪史。 他人生最后一年，多媒体开始普及。光驱，声卡，2D加速卡普及。95-96年他开始和我合计做多媒体出版。原因现在想起来很悲伤 ------ 他的书很难在大陆出版 。 他不得不想办法让他的作品能够让更多人看见。而平时维持生计，只能忍着严重的痔疮，每日给各种杂志写杂文稿件。 多媒体的兴起，让他感觉也许可以利用他的技术优势，自行制作电子出版物。配上插图，音乐，用电子书籍方式可以让自己作品为大众所见。他给我看了已经制作了一部分的DEMO。就和现在用Micromedia多媒体制作软件制作的电子多媒体制品很像。电子书内容是黄金时代。有图案的背景。按空格可以翻页。同时有音乐。好像偶尔还会有一点动画的特效（我记不清了） 。但当时的DEMO完全是他自己用WIN32写的EXE 可执行程序。 他那是从WIN32 SDK移植输入法时，基本掌握了消息处理，GDI，窗口控制等方法。还有一些底层的TRICK。 我大学后和王小波比较近。那几年每周末都在他母亲家相聚。他母亲5个儿女，只有他1个人在国内。于是他就经常住在母亲家，怕老人一个人，是个大孝子。母亲家旁边有个筒子楼里2间房的小屋，公共厕所和水房，冬天暖气烧得极热。偶尔我会和他住一块。里屋是他的生活起居和写作桌。外屋很小只有张床。他弟弟的孩子和我偶然会睡外屋。印象最深的就是他烧普洱茶的电炉和玻璃茶壶。里面总是有极浓的茶水，下面沉淀着大量茶叶。估计熬夜就靠那个。 目睹了他后半截人生（从我记事起到他去世，中间他出国很多年）。感慨很多。王小波有个八叔，当时双手打算盘，无比聪明是个天才。年少夭折。王小波父亲因为搞逻辑学，引起毛泽东注意，被毛接见聊了一下逻辑学的学术相关问题。69岁心脏病发独自倒在家中过世。王小波去世方式和他父亲一模一样。区别仅在更加年轻。王小波哥哥在受文革影响挖了10年煤。后来去美国博士念数理逻辑，解决了一个100多年未解的数理逻辑问题。最后的博士毕业论文自己系的教授搞不定，专门找了数学系的教授来看。毕业后他哥哥因为被文革耽误岁数太大。没有继续科研工作。 我的最大感慨是，留得青山在，不怕没柴烧。天才也好，资质普通如我也好，人都只有一个人生。王小波妈妈去年92岁，10月刚去世，白发人送走了自己两个儿子，又过了十几年才走。之前得过癌症，靠自己毅力锻炼，恢复了。王小波去世后一年，王小波弟弟又突然去世。当时孩子都没敢告诉老人。老太太感觉不对，但又无法得知真相。只是和我说她的疑心。当时国内只有我一人，只能瞒着。不停劝慰老人没事。老太太喃喃说，“除死无大事，除死无大事啊” 。 除死无大事。 人生在世，碰到什么坎，都只会是你人生中一个普通的节点。时间一长，什么都会成为过眼云烟。 留份宽心，也许这样导致目标感没有强到能和社会精英逐鹿。但只要有耐心，不怕挫折，假以时日，目标总会实现的。作为一个42岁还在以玩游戏看动漫为生活主体的大叔，保持健康和有活力地追求智慧和有趣，做自己热爱的工作，保持善良，做精神自由的人，是我从王小波的人生学到最重要的东西。希望每个喜欢王小波的人，都有自己充实和健康的身体和精神。
王小波的计算机水平有多好？,王小波的计算机水平到底有多好，在王小波自己的小说中，王小波非常骄傲地说，写书的软件都是自己编写的，王小波是自学的还是教的？都会什么语言？ 谢谢各位！！显示全部,这个月有两个人被拿出来隆重纪念，都是早就计划好的。 一个是张国荣，一个是王小波。 你得承认不少人是在张国荣自杀之后才听说并喜欢上这个“哥哥”，王小波也一样，97年他死得很突然，名声也在身后突然爆炸了起来。 1994年，王小波的《黄金时代》终于在大陆出版了，华夏出版社搞了一个研讨会，一共只有20多个人参加，李银河亲自上阵做了会议记录。 1994年也是中国互联网元年，中科院高能物理所第一个接入了互联网，丁磊从同学那里借来了一个账号登上了yahoo，张朝阳从MIT回国，王志东创办四通利方，马云创办海博翻译社并在美国第一次看到了互联网，张小龙也是那一年毕业直接辞掉了电信局的工作去了广州。 如果你在那个时候搞一个互联网研讨会，估计能到场的也就是20多人。 说不定里面就有王小波。 1992年前后，王小波写了两年“科技博客” 知乎网友Vernsu把王小波作品、书信里面和计算机、互联网有关的信息全都摘录出来做了一个网页，大家可以点击 王小波和编程 查看全文。 一共18条，其中14条写于1991年春节后到1993年春节前这两年时间里。1992年“更新”最为频繁，王小波写了自己做统计软件、输入法的事情，还有购买、维修计算机的经验之谈。 从中能看出来王小波是在美国读研究生期间接触的计算机，回国之后在人大负责一个计算机室，但是因为软件奇缺，又要做一些社会学研究的东西，所以开始自己接触编程。 王小波先后学了Fortran、汇编语言和C语言。为了做出软件需要的中文窗口和在电脑上输入自己的小说，他参考严氏拼音做了自己的输入法，实现了自定义拼音字库、输入后再修改这样的“高级功能”。 因为王小波的IBM PC/XT内存很小，李银河又不准他花钱买新的，所以他费了很大精力把软件的大小控制在55K以内，这让他很得意。但是因为turbo.c的原因，软件兼容性不太好，而且图形显示的速度一直不行，让他承认自己技不如人。 如果当时有互联网让王小波可以把这些文字共享出来，那他可以称得上是中国第一代科技博客作者。 但是1995年，中国接通互联网后不久，王小波的“科技博客”却停止更新了，最后一条是： 本来中国有几个国内网发展得很快，现在又出了问题，谁要上Internet，必须到有关部门去登记，留个案底，以备当局监控，很有一点监狱的气味。我还不想找这份麻烦，再说，通过ChinaNet联网，每月也要交七八百的月费，我也没有这么多的钱。既然×反对信息时代，我们就不进这个时代罢，有什么法子。所以还是写信好了。 来不及创业 王小波如果不是这么耿直的Boy，他本来是有机会创业的，在他的“科技博客”里面，他已经看出来很多商机， 现在国内软件一面混乱，又逐渐有形成市场之势。首先以年兄学统计这一事实来看，回来做事非有会用的软件不可。 中文软件（严氏By×）我用着尚好，而且又用C语言仿编了一个，程序是我的，拼音字典是人家的，执此招摇撞骗，骗了一些钱。 史玉柱、雷军的第一桶金都是汉卡，如果王小波抓住了软件汉化和中文输入这个“风口”，就不只是骗一些钱的事情了。 我有一段时间很关心PC的发展，听说美国微机多媒体搞得甚火，微机接电视，音响，vedio等等。这玩艺听上去倒是蛮有意思的……Macintosh根本就没打进中国市场，你非带几个可用的IBM微机软件回来不可。照我看，苹果机还是买不得。因为IBM-PC的兼容机队伍庞大。INTEL又总能推出新一代CPU，将来还有大发展。 机器坏了。居然叫人敲去150dollars，老兄真是有钱。现在的微机修理都是换线换板，机器一坏，先找块表量量是不是电源坏了。只要不是电源坏，估摸是哪部分不好，就去买块版换上。我的机器里什么牌子的板子都有了。送出去也是这么修，还要敲你手工钱。我看150什么板子都能买来……中国要加入关贸总协定，这类东西要掉价。 王小波还关心了一阵硬件的发展，研究了国内进口电子产品的政策。因为穷，所以锻炼了自己维修装配电脑的动手能力。如果继续朝着这个方向发展，王小波应该在中关村盘下一个档口销售、维修兼容机，说不定就没有后来刘强东的故事了。 可惜王小波很快见异思迁，开始把精力放到了文学上面， 我现在软件写得出神入化，并做出了各种写小说的工具，别人的软件已不用了。 不过现在我对微机已无兴趣，因为发现写小说也可赚到钱。 从今年初开始写长篇，首先做了写长篇的专用软件，现在基本调通，开始写了。 我们知道写下了《大连金州不相信眼泪》的老榕，后来做了中国第一代B2B电子商务网站8848。一大批文艺青年，包括张向东和王微，先后投身媒体、门户和视频网站的创办。 更不要说今年是内容创业的风口，王小波若是活着，即使已经是接近65岁的人，也符合超级IP的设定，出来拿投资，Papi酱的1200万肯定是不在话下。 但是有个创业的外甥 然而王小波毕竟是个耿直的Boy。 我们没办法验证他如果创业究竟会发生什么，历史不容假设。 但是王小波在《我怎么做青年的思想工作》一文里面写过他的一个外甥姚勇（姚勇本尊 @王书 也跑过来答题了，大家速去围观），也是一个耿直的Boy，喜欢摇滚，喜欢文艺，又喜欢编程，一心把王小波当成楷模。爸妈的话不听，舅舅说话就听。 姚勇听舅舅的话考上了清华，毕业做了程序员，但是没放下摇滚梦，帮水木年华做了一段时间音乐。07年他接受《南方人物周刊》采访回忆王小波，说丁磊曾经来挖他做3D游戏引擎，他不认识丁磊拒绝了，后来发现丁磊居然成了中国首富， “我当时还摇滚青年的范儿，傻逼嗬嗬还真拒了个首富。要知道后来想做的这白日梦会给我带来那么多技术之外的破事儿，我早上赶着颠儿颠儿给人写3D引擎去了。” 所以就在07年，这个耿直的Boy上赶着颠儿颠儿去给马化腾写了《QQ炫舞》，全盘抄袭了《劲舞团》。 但是毕竟是王小波的外甥，抄完了在CSDN上骂娘， “下一款游戏没人逼着全盘抄了”。 所以你看，王小波要是生在了今天，说不定就跟这个外甥一样，去给人写网络小说、编段子、做游戏去了。做得不顺，也会吐槽骂娘，骂得比别人都好看。 王小波说过， “这个世界自始至终只有两种人：一种是像我这样的人，一种是不像我这样的人”。 我们创业者，究竟是像他的那种人，还是不像他的那种人？ ---------------------- 本文作者老编辑，首发于微信公众号老道消息（laodaoxx），原标题《1995年，王小波的博客停止更新》。老编辑的团队正在招募一名对世界不太友善的女性写手，对时尚和设计要有点感觉，对科技互联网有点兴趣。简历发送到4@bushangban.com
王小波的计算机水平有多好？,王小波的计算机水平到底有多好，在王小波自己的小说中，王小波非常骄傲地说，写书的软件都是自己编写的，王小波是自学的还是教的？都会什么语言？ 谢谢各位！！显示全部,说说我自己的理解。 王小波，新中国历史上最早的程序员之一，小说圈中的Geek！ 早在90年，王小波就自学编程、C等语言 独立研发了中文编辑器和输入法 靠买软件赚了一大笔钱 深受很多中关村老板的喜爱 纷纷邀请他做资深程序员 当时的马化腾还蛰伏在深圳电信，腾讯还没有影子，马云还在思考中国黄页的出路，李彦宏还在加州的院子里种菜养花，日后统率中国互联网的BAT连一个萌芽都算不上啊！ 这位神奇的程序员 究竟有着怎样的职场故事？ 他是如何做到从编程到文学的无缝跨越的？ 且看下文 王小波，骨子里有着极客的精神 早在90年代初，王小波就接触了计算机。1988年，他毕业于美国匹兹堡大学东亚研究中心，获硕士学位，那时就知道Macintosh，玩过IBMPS/2。 90年，学习FORTRAN，开始进行数据统计，并开始在北大教统计学。 91年，搞了个用调整字模发生器方法输出汉字的系统 92年开始自学C，做出了各种写小说的工具。 93年开始搞汇编，“下决心买了一台286，这些日子在改造软件，作了不少汇编工作。其核心是它在虚拟保护方式(virtual address protected)下工作，以便利扩展内存(expandedmemory)”。 …… 没有理想的应用软件，那就自己创造 早期，因为国内应用软件缺乏，尤其是中文编辑器和输入法。很喜欢写文字的王小波，就琢磨着，能不能自己编一套出来。说干就干，爱捣鼓东西的王小波就利用闲暇时间学习了FORTRAN，汇编，C等各种语言，接着又学习了数据结构，算法的相关知识，还有编译原理，终于创造出了中文编辑器和输入法。 在当时，这两个软件中的任何一个，都是大牛级的Geek才会去尝试的东西。这对一个当时爱写文字的他来说，简直天方夜谭，而且，类似的中文编辑器也就严援朝的CCDOS和求伯君WPS1.0，都是个人倾毕生所学以及背后的长城公司、金山公司投入大量的人力物力的结果。 通过卖软件，王小波也赚了一些钱，这算是最早的商业模式了。很多中关村老板，纷纷向王小波投去橄榄枝，邀请他加入公司做一名资深程序员，但被他一一拒绝。 有钱了干嘛？给自己投资呗。 身后这台就是王小波花大价钱买的286。王小波高兴得一塌糊涂，特意拍下了一张合照。 在当年3月份的日记中对此有翔实的记述，行文之间，甚是得意： “我终于下决心买了一台286，这些日子在改造软件，作了不少汇编工作。现在终于完全成功，我的软件现在可以编辑400K长的文件，可以把一部长篇小说全部调到内存里编写了。” 当问及王小波为什么要自己开发文字编辑程序？ 王小波很淡然地说，别人编的软件我既使不惯，也信不过，就这么点原因。 这种坚韧就像是领导让你去改别人写的代码，看了几分钟之后，你一摔键盘，“费劲，不如自己重新写一个！” 在《似水柔情》一书中，王小波骨子里那种执拗精神展露无遗：“我觉得我还是我，我要拥有一切——今天要是不把那段C++程序调通，老子就不睡了......” 王小波，程序员撩妹之楷模 赢得了一整个银河 读过《黄金时代》、《红拂夜奔》的人，就会发现，王小波笔下的每一段故事都关于一个天真得有点轴的姑娘陪一个不合时宜的男人，度过了那个鸡飞狗跳的年代。管他世外有多乱，天真的还是天真，不合时宜的依旧不合时宜，像极了两颗钉子拧巴起来，钉在洪流里。 两颗钉子我行我素，洪流里的人面面相觑。 这就是王小波，敢说、敢写，简单，率真，是荒唐的时间里真诚的存在。 这也是王小波和李银河爱情故事的缩影。管他世外有多乱，天真的还是天真，不合时宜的依旧不合时宜，天真得有点轴的银河陪王小波，度过了那个鸡飞狗跳的年代。 在第二次和李银河见面时，王小波就向提出交往的要求。李银河在多年之后坦言到，“被其表白后，感到有些难以接受，他的长相……实在是种障碍，差一点就分手了。” 王小波却浑然不在意，还能趁机调侃“一想到你，我这张丑脸上就泛起微笑。” 即使再排斥他长相的人，也不会给他难堪了吧。 有着“整容般有趣灵魂”的他，每每给李银河写信总是这样开头：“你好哇，李银海“，字里行间透出类似孩子般的对爱的渴望与无助。 《爱你如爱生命》一书，记录了王小波对李银河说过的情话： 咱们应当在一起，否则就太伤天害理啦。 你要是愿意，我就永远爱你 ；你要是不愿意，我就永远相思。 你是非常可爱的人，真应该遇到最好的人，我也真希望我就是。 王小波给予银河的爱，是自由的，真诚的，率真的，像极了他自己。 王小波，IT届的一大“叛徒” 却找到了最好的路 纵观王小波的一生，他对于互联网的深度体验，与其在文学上面的尝试是可以等量齐观的。 玩硬件、写软件、上网写博客、用电脑写作、用软件卖钱……王小波的互联网经历，几乎涵盖了今日程序员生活、工作的各个方面。 然而，混熟了互联网的他，对其已提不起兴趣。 “我对微机已无兴趣，因为发现写小说也可以赚到钱。” 或者说的可以更直白点，王小波学编程就是为了赚钱养活热爱写作的他。 没有人限定了谁的一生该怎么走，不妨问问自己：你想怎么走。 王小波选择了写作。 1992年从北京大学、中国人民大学辞职，王小波成为自由撰稿人，陆续出版了《黄金时代》《白银时代》《青铜时代》《我的精神家园》等知名作品。他的唯一一部电影剧本《东宫·西宫》获阿根廷国际电影节最佳编剧奖，并且荣膺1997年戛纳国际电影节入围作品，使王小波成为在国际电影节为中国取得最佳编剧奖的第一人。 高晓松曾评价王小波，“以我有限的阅读量，王小波在我读过的白话文作家中绝对排第一，并且甩开第二名非常远，他在我心里是神一样的存在……王小波是可以和卡夫卡媲美的。” 一个比高晓松还丑的男子，却被高晓松称之为神一般的存在，可见王小波在文学上的天赋与创作是惊艳世人的。 王小波的这次叛变，是极其正确的。 可就在1997年，4月11日，一个很平常的日子，王小波心脏病突发，一个人悄悄地离开了世界。 在他去世的1997年，也是中国的互联网元年。 这一年，联想超越IBM成为中国个人电脑市场霸主，张朝阳创办了搜狐前身爱特信网站，丁磊在广州创办网易，王志东的四通在线拿到650万美金风投，四通利方体育沙龙上出现了一篇著名的帖子《大连金州没有眼泪》，当时的马化腾还蛰伏在深圳电信，腾讯还没有影子，马云还在思考中国黄页的出路，李彦宏还在加州的院子里种菜养花，日后统率中国互联网的BAT连一个萌芽都算不上。 或许我们可以打开脑洞，如果王小波不死，他除了文学创作，在互联网领域，可以去混论坛成为老榕、陈彤一般的人物，可以去创业成为张朝阳、丁磊，可以去布道成为凯文凯利……也可能在博客微博时代成为公知代表，也可能形象崩塌一败涂地，也可能成为自媒体达人每次打赏无数…… 但这都不是王小波。做极客的王小波与做知识分子的王小波，是一个硬币的两面，用编程的写作互证，才能找到一个血肉丰满的王小波。 一个有趣但笔力未到上限就消逝的中国卡夫卡作家。 一个比高晓松还丑却用封封情书撩到银河的痴汉。 一个成功混迹小说圈的程序员。 这些都是王小波。 用丑丑微笑面对世界的王小波； 通过自己努力改变生活的王小波； 在热爱面前，愿意倾尽所有的王小波。
